date,sku,produit,categorie,ville,marche,source,methode,prix,devise,marque,origine,rupture,promo,promo_detail,paiement_momo
2026-08-03,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,56400,XAF,Tecno,,0,0,,1
2026-08-03,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Bafoussam,Marché A,CoinAfrique,scrape,55700,XAF,Tecno,,0,0,,0
2026-08-04,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,CoinAfrique,scrape,28500,XAF,Mémé,,0,0,,0
2026-08-04,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Mboppi,Jumia Cameroun,scrape,29000,XAF,Mémé,,0,0,,0
2026-08-04,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,28300,XAF,Mémé,,0,0,,0
2026-08-04,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,27900,XAF,Mémé,,0,0,,0
2026-08-04,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,1930,XAF,Mayor,,0,0,,0
2026-08-04,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Mboppi,Jumia Cameroun,scrape,1880,XAF,Mayor,,0,0,,0
2026-08-04,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,1820,XAF,Mayor,,0,0,,0
2026-08-04,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,1820,XAF,Mayor,,0,0,,0
2026-08-04,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,890,XAF,,,0,0,,0
2026-08-04,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,910,XAF,,,1,0,,1
2026-08-04,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Mboppi,Relevés terrain Kobo,terrain,5780,XAF,Dangote,,0,0,,1
2026-08-04,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,5990,XAF,Dangote,,0,0,,1
2026-08-04,CIMENT-50KG,Ciment 50 kg,Matériaux,Bafoussam,Marché A,Jumia Cameroun,scrape,5750,XAF,Dangote,,0,0,,0
2026-08-04,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,192700,XAF,Hisense,Chine,0,0,,1
2026-08-04,CONGEL-200L,Congélateur 200 L,Électroménager,Bafoussam,Marché A,Jumia Cameroun,scrape,187100,XAF,Hisense,Chine,0,0,,0
2026-08-04,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Marché Central,Relevés terrain Kobo,terrain,56000,XAF,Tecno,,0,0,,1
2026-08-04,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,56300,XAF,Tecno,,0,0,,0
2026-08-04,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,56800,XAF,Tecno,,0,0,,1
2026-08-04,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Bafoussam,Marché A,Jumia Cameroun,scrape,54400,XAF,Tecno,,0,0,,1
2026-08-05,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,27800,XAF,Mémé,,0,0,,0
2026-08-05,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Mboppi,CoinAfrique,scrape,1810,XAF,Mayor,,0,0,,1
2026-08-05,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,1780,XAF,Mayor,,1,0,,1
2026-08-05,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,1870,XAF,Mayor,,0,0,,0
2026-08-05,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,910,XAF,,,0,1,remise MoMo -5%,1
2026-08-05,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,Jumia Cameroun,scrape,920,XAF,,,0,0,,1
2026-08-05,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,930,XAF,,,0,0,,1
2026-08-05,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,860,XAF,,,0,0,,1
2026-08-05,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,Relevés terrain Kobo,terrain,5500,XAF,Dangote,,0,0,,0
2026-08-05,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Mboppi,CoinAfrique,scrape,5610,XAF,Dangote,,0,0,,0
2026-08-05,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,5730,XAF,Dangote,,0,0,,1
2026-08-05,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Mboppi,Relevés terrain Kobo,terrain,185500,XAF,Hisense,Chine,0,0,,0
2026-08-05,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,193300,XAF,Hisense,Chine,0,0,,0
2026-08-05,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,189400,XAF,Hisense,Chine,0,0,,0
2026-08-05,CONGEL-200L,Congélateur 200 L,Électroménager,Bafoussam,Marché A,Jumia Cameroun,scrape,186700,XAF,Hisense,Chine,0,0,,1
2026-08-05,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,Relevés terrain Kobo,terrain,54400,XAF,Tecno,,0,0,,0
2026-08-05,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,54200,XAF,Tecno,,0,1,,0
2026-08-05,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Bafoussam,Marché A,Relevés terrain Kobo,terrain,55400,XAF,Tecno,,0,0,,0
2026-08-06,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,28000,XAF,Mémé,,0,0,,0
2026-08-06,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,28700,XAF,Mémé,,0,0,,0
2026-08-06,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,1840,XAF,Mayor,,0,0,,0
2026-08-06,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,1820,XAF,Mayor,,0,0,,1
2026-08-06,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,940,XAF,,,0,0,,1
2026-08-06,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,920,XAF,,,0,1,,0
2026-08-06,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,5880,XAF,Dangote,,0,0,,1
2026-08-06,CIMENT-50KG,Ciment 50 kg,Matériaux,Bafoussam,Marché A,CoinAfrique,scrape,5600,XAF,Dangote,,0,0,,1
2026-08-06,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Marché Central,Relevés terrain Kobo,terrain,186300,XAF,Hisense,Chine,0,0,,1
2026-08-06,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,189300,XAF,Hisense,Chine,0,0,,0
2026-08-06,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,187000,XAF,Hisense,Chine,0,0,,1
2026-08-06,CONGEL-200L,Congélateur 200 L,Électroménager,Bafoussam,Marché A,Jumia Cameroun,scrape,184200,XAF,Hisense,Chine,0,0,,0
2026-08-06,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,Jumia Cameroun,scrape,55100,XAF,Tecno,,0,0,,1
2026-08-06,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,57200,XAF,Tecno,,0,0,,0
2026-08-06,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,55600,XAF,Tecno,,0,0,,0
2026-08-06,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Bafoussam,Marché A,Jumia Cameroun,scrape,54900,XAF,Tecno,,0,0,,1
2026-08-07,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,29200,XAF,Mémé,,0,0,,0
2026-08-07,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,1870,XAF,Mayor,,0,0,,0
2026-08-07,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,1860,XAF,Mayor,,0,0,,0
2026-08-07,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,1880,XAF,Mayor,,1,0,,1
2026-08-07,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,930,XAF,,,0,0,,0
2026-08-07,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mokolo,CoinAfrique,scrape,910,XAF,,,0,0,,0
2026-08-07,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,Relevés terrain Kobo,terrain,5540,XAF,Dangote,,0,0,,1
2026-08-07,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Mboppi,Jumia Cameroun,scrape,5600,XAF,Dangote,,0,0,,0
2026-08-07,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,5870,XAF,Dangote,,0,0,,1
2026-08-07,CIMENT-50KG,Ciment 50 kg,Matériaux,Bafoussam,Marché A,Jumia Cameroun,scrape,5590,XAF,Dangote,,0,1,remise MoMo -5%,0
2026-08-07,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,CoinAfrique,scrape,185800,XAF,Hisense,Chine,0,0,,0
2026-08-07,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,Relevés terrain Kobo,terrain,56000,XAF,Tecno,,0,0,,1
2026-08-07,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,CoinAfrique,scrape,56500,XAF,Tecno,,0,0,,0
2026-08-07,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Bafoussam,Marché A,Relevés terrain Kobo,terrain,55400,XAF,Tecno,,0,0,,1
2026-08-08,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,29200,XAF,Mémé,,0,0,,0
2026-08-08,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,28600,XAF,Mémé,,0,0,,1
2026-08-08,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,28100,XAF,Mémé,,1,0,,0
2026-08-08,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,28500,XAF,Mémé,,0,0,,1
2026-08-08,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,1820,XAF,Mayor,,0,0,,0
2026-08-08,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Mboppi,CoinAfrique,scrape,1820,XAF,Mayor,,0,0,,1
2026-08-08,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,1800,XAF,Mayor,,0,0,,0
2026-08-08,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,910,XAF,,,0,0,,1
2026-08-08,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,890,XAF,,,0,0,,0
2026-08-08,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,930,XAF,,,0,0,,1
2026-08-08,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,CoinAfrique,scrape,5590,XAF,Dangote,,0,0,,0
2026-08-08,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Marché Central,CoinAfrique,scrape,187300,XAF,Hisense,Chine,0,1,remise MoMo -5%,0
2026-08-08,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,CoinAfrique,scrape,186000,XAF,Hisense,Chine,1,0,,0
2026-08-08,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,193200,XAF,Hisense,Chine,0,0,,0
2026-08-08,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Marché Central,Relevés terrain Kobo,terrain,57600,XAF,Tecno,,0,1,remise MoMo -5%,1
2026-08-08,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,Relevés terrain Kobo,terrain,56500,XAF,Tecno,,0,0,,0
2026-08-08,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,55200,XAF,Tecno,,0,1,remise MoMo -5%,1
2026-08-09,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,29300,XAF,Mémé,,0,0,,0
2026-08-09,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,1850,XAF,Mayor,,0,0,,0
2026-08-09,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Mboppi,Jumia Cameroun,scrape,1840,XAF,Mayor,,0,0,,0
2026-08-09,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,Jumia Cameroun,scrape,900,XAF,,,0,1,,0
2026-08-09,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,930,XAF,,,0,0,,0
2026-08-09,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,920,XAF,,,0,0,,0
2026-08-09,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,Jumia Cameroun,scrape,5650,XAF,Dangote,,0,0,,0
2026-08-09,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mokolo,CoinAfrique,scrape,5780,XAF,Dangote,,0,0,,1
2026-08-09,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,5930,XAF,Dangote,,0,0,,1
2026-08-09,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Marché Central,Relevés terrain Kobo,terrain,185800,XAF,Hisense,Chine,0,0,,1
2026-08-09,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Mboppi,Relevés terrain Kobo,terrain,194900,XAF,Hisense,Chine,0,1,,0
2026-08-09,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,CoinAfrique,scrape,185200,XAF,Hisense,Chine,0,0,,0
2026-08-09,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,56800,XAF,Tecno,,0,0,,0
2026-08-09,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Bafoussam,Marché A,Jumia Cameroun,scrape,53400,XAF,Tecno,,0,0,,1
2026-08-10,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Mboppi,CoinAfrique,scrape,29200,XAF,Mémé,,0,0,,0
2026-08-10,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,29200,XAF,Mémé,,0,0,,0
2026-08-10,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,28900,XAF,Mémé,,0,0,,1
2026-08-10,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,1830,XAF,Mayor,,0,0,,0
2026-08-10,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,960,XAF,,,0,0,,1
2026-08-10,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,CoinAfrique,scrape,5570,XAF,Dangote,,0,0,,1
2026-08-10,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mokolo,CoinAfrique,scrape,5810,XAF,Dangote,,0,1,remise MoMo -5%,0
2026-08-10,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,5940,XAF,Dangote,,0,0,,0
2026-08-10,CIMENT-50KG,Ciment 50 kg,Matériaux,Bafoussam,Marché A,Relevés terrain Kobo,terrain,5870,XAF,Dangote,,0,0,,1
2026-08-10,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,190600,XAF,Hisense,Chine,0,0,,1
2026-08-10,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Marché Central,Relevés terrain Kobo,terrain,56500,XAF,Tecno,,0,0,,0
2026-08-10,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,Relevés terrain Kobo,terrain,55600,XAF,Tecno,,0,1,remise MoMo -5%,1
2026-08-10,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,55700,XAF,Tecno,,0,0,,0
2026-08-10,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Bafoussam,Marché A,Relevés terrain Kobo,terrain,57200,XAF,Tecno,,0,0,,0
2026-08-11,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,28500,XAF,Mémé,,0,0,,0
2026-08-11,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,CoinAfrique,scrape,28400,XAF,Mémé,,0,0,,0
2026-08-11,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,1770,XAF,Mayor,,0,1,,0
2026-08-11,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Mboppi,CoinAfrique,scrape,1850,XAF,Mayor,,0,0,,1
2026-08-11,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mokolo,CoinAfrique,scrape,1890,XAF,Mayor,,0,0,,0
2026-08-11,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,1930,XAF,Mayor,,0,0,,0
2026-08-11,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,930,XAF,,,0,0,,1
2026-08-11,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,CoinAfrique,scrape,920,XAF,,,0,0,,0
2026-08-11,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,CoinAfrique,scrape,5630,XAF,Dangote,,0,0,,1
2026-08-11,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Mboppi,Relevés terrain Kobo,terrain,5360,XAF,Dangote,,0,0,,0
2026-08-11,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,5930,XAF,Dangote,,0,0,,1
2026-08-11,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,5860,XAF,Dangote,,0,0,,0
2026-08-11,CIMENT-50KG,Ciment 50 kg,Matériaux,Bafoussam,Marché A,Relevés terrain Kobo,terrain,5820,XAF,Dangote,,0,0,,0
2026-08-11,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Mboppi,Relevés terrain Kobo,terrain,189900,XAF,Hisense,Chine,0,0,,0
2026-08-11,CONGEL-200L,Congélateur 200 L,Électroménager,Bafoussam,Marché A,CoinAfrique,scrape,190000,XAF,Hisense,Chine,0,0,,0
2026-08-11,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Marché Central,Jumia Cameroun,scrape,56900,XAF,Tecno,,0,0,,0
2026-08-11,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,56400,XAF,Tecno,,0,0,,1
2026-08-11,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,CoinAfrique,scrape,56000,XAF,Tecno,,0,0,,0
2026-08-11,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Bafoussam,Marché A,Relevés terrain Kobo,terrain,55800,XAF,Tecno,,0,0,,1
2026-08-12,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,28400,XAF,Mémé,,0,0,,0
2026-08-12,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,28500,XAF,Mémé,,0,0,,0
2026-08-12,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,28200,XAF,Mémé,,0,0,,0
2026-08-12,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,CoinAfrique,scrape,28600,XAF,Mémé,,0,0,,1
2026-08-12,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,1840,XAF,Mayor,,0,0,,0
2026-08-12,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,910,XAF,,,0,0,,0
2026-08-12,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,890,XAF,,,0,0,,1
2026-08-12,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,900,XAF,,,0,0,,1
2026-08-12,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Mboppi,CoinAfrique,scrape,5450,XAF,Dangote,,0,0,,0
2026-08-12,CIMENT-50KG,Ciment 50 kg,Matériaux,Yaoundé,Marché Mokolo,Jumia Cameroun,scrape,5770,XAF,Dangote,,0,0,,0
2026-08-12,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Marché Central,Jumia Cameroun,scrape,183800,XAF,Hisense,Chine,0,0,,1
2026-08-12,CONGEL-200L,Congélateur 200 L,Électroménager,Douala,Mboppi,Jumia Cameroun,scrape,190900,XAF,Hisense,Chine,0,0,,0
2026-08-12,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,181300,XAF,Hisense,Chine,0,0,,1
2026-08-12,CONGEL-200L,Congélateur 200 L,Électroménager,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,189300,XAF,Hisense,Chine,0,0,,0
2026-08-12,CONGEL-200L,Congélateur 200 L,Électroménager,Bafoussam,Marché A,Relevés terrain Kobo,terrain,186800,XAF,Hisense,Chine,0,0,,1
2026-08-12,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Douala,Mboppi,Jumia Cameroun,scrape,54100,XAF,Tecno,,0,0,,0
2026-08-12,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mokolo,CoinAfrique,scrape,56600,XAF,Tecno,,0,0,,1
2026-08-12,SMART-ENTRY,Smartphone entrée de gamme 64 Go,Téléphonie,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,56700,XAF,Tecno,,0,0,,0
2026-08-13,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Marché Central,Jumia Cameroun,scrape,28900,XAF,Mémé,,0,0,,1
2026-08-13,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Douala,Mboppi,Jumia Cameroun,scrape,29100,XAF,Mémé,,0,0,,0
2026-08-13,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mokolo,Relevés terrain Kobo,terrain,28700,XAF,Mémé,,0,0,,0
2026-08-13,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,28500,XAF,Mémé,,1,0,,1
2026-08-13,RIZ-PARF-50KG,Riz parfumé 50 kg,Alimentaire,Bafoussam,Marché A,Relevés terrain Kobo,terrain,28800,XAF,Mémé,,0,0,,1
2026-08-13,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Douala,Marché Central,Relevés terrain Kobo,terrain,1830,XAF,Mayor,,0,0,,0
2026-08-13,HUILE-VEG-1L,Huile végétale 1 L,Alimentaire,Yaoundé,Marché Mfoundi,Jumia Cameroun,scrape,1860,XAF,Mayor,,0,0,,0
2026-08-13,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Marché Central,CoinAfrique,scrape,910,XAF,,,0,0,,1
2026-08-13,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Douala,Mboppi,Relevés terrain Kobo,terrain,930,XAF,,,0,0,,1
2026-08-13,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Yaoundé,Marché Mfoundi,Relevés terrain Kobo,terrain,960,XAF,,,0,0,,0
2026-08-13,SUCRE-1KG,Sucre en poudre 1 kg,Alimentaire,Bafoussam,Marché A,Jumia Cameroun,scrape,930,XAF,,,0,1,remise MoMo -5%,0
2026-08-13,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Marché Central,Jumia Cameroun,scrape,5560,XAF,Dangote,,0,0,,0
2026-08-13,CIMENT-50KG,Ciment 50 kg,Matériaux,Douala,Mboppi,Relevés terrain Kobo,terrain,5640,XAF,Dangote,,0,0,,0
